iata,ident,name,latitude,longitude,iso_country,city
VPY,FQCH,Chimoio Airport,-19.1513004302979,33.4290008544922,MZ,Chimoio
IHC,FQIA,Inhaca Airport,-25.9971446991,32.9293518066,MZ,Inhaca
INH,FQIN,Inhambane Airport,-23.8764,35.408501,MZ,Inhambane
VXC,FQLC,Lichinga Airport,-13.274,35.2663,MZ,Lichinga
LFB,FQLU,Lumbo Airport,-15.0331001282,40.6716995239,MZ,Lumbo
MPM,FQMA,Maputo Airport,-25.920799,32.572601,MZ,Maputo
MUD,FQMD,Mueda Airport,-11.6729001998901,39.5630989074707,MZ,Mueda
MZB,FQMP,Mocímboa da Praia Airport,-11.3618001937866,40.3549003601074,MZ,Mocímboa da Praia
MNC,FQNC,Nacala Airport,-14.4882001876831,40.7122001647949,MZ,Nacala
APL,FQNP,Nampula Airport,-15.1056003570557,39.2817993164062,MZ,Nampula
POL,FQPB,Pemba Airport,-12.9917621612549,40.5240135192871,MZ,Pemba / Porto Amelia
PDD,FQPO,Ponta do Ouro Airport,-26.826913,32.838444,MZ,Ponta do Ouro
UEL,FQQL,Quelimane Airport,-17.8554992675781,36.8690986633301,MZ,Quelimane
TET,FQTT,Chingozi Airport,-16.1047992706299,33.6402015686035,MZ,Tete
VNX,FQVL,Vilankulo Airport,-22.0184001922607,35.3133010864258,MZ,Vilanculo
VJB,FQXA,Xai-Xai Airport,-25.0377998352051,33.6273994445801,MZ,Xai-Xai
JCA,FR-JCA,Croisette Heliport,43.5359992980957,7.03736019134522,FR,Cannes
DES,FSDR,Desroches Airport,-5.6967,53.6558,SC,Desroches Island
SEZ,FSIA,Seychelles International Airport,-4.67434,55.521801,SC,Mahe Island
FSL,FSL,Fossil Downs Airport,-18.1321,125.7873,AU,Fossil Downs Station
PRI,FSPP,Praslin Airport,-4.31929,55.691399,SC,Grand Anse
BDI,FSSB,Bird Island Airport,-3.72472,55.205299,SC,Bird Island
DEI,FSSD,Denis Island Airport,-3.80222,55.666901,SC,Denis Island
FRK,FSSF,Frégate Island Airport,-4.582785,55.944928,SC,Frégate Island
SRH,FTTA,Sarh Airport,9.14444,18.374399,TD,Sarh
OGR,FTTB,Bongor Airport,10.288345,15.379561,TD,Bongor
AEH,FTTC,Abeche Airport,13.847,20.844299,TD,Abeche
MQQ,FTTD,Moundou Airport,8.62441,16.0714,TD,Moundou
LTC,FTTH,Lai Airport,9.3979,16.3125,TD,Lai
ATV,FTTI,Ati Airport,13.239778,18.315893,TD,Ati
NDJ,FTTJ,N'Djamena International Airport,12.1337,15.034,TD,N'Djamena
BKR,FTTK,Bokoro Airport,12.385511,17.070989,TD,Bokoro
OTC,FTTL,Bol-Berim Airport,13.443574,14.739254,TD,Bol
MVO,FTTM,Mongo Airport,12.17048,18.675642,TD,Mongo
AMC,FTTN,Am Timan Airport,11.0340003967,20.2740001678,TD,Am Timan
PLF,FTTP,Pala Airport,9.37806034088135,14.9250001907349,TD,Pala
OUT,FTTS,Bousso Airport,10.4829998016357,16.7169990539551,TD,Bousso
AMO,FTTU,Mao Airport,14.1456003189087,15.3143997192383,TD,Mao
FYT,FTTY,Faya Largeau Airport,17.917101,19.111099,TD,
FUB,FUB,Fulleborn Airport,-6.1518,150.6264,PG,Fulleborn
BZH,FVBM,Bumi Hills Airport,-16.816485,28.344786,ZW,Bumi
BUQ,FVBU,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,ZW,Bulawayo
CHJ,FVCH,Chipinge Airport,-20.2066993713379,32.6282997131348,ZW,Chipinge
BFO,FVCZ,Buffalo Range Airport,-21.008101,31.5786,ZW,Chiredzi
VFA,FVFA,Victoria Falls International Airport,-18.0958995819092,25.8390007019043,ZW,Victoria Falls
HRE,FVHA,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,ZW,Harare
KAB,FVKB,Kariba International Airport,-16.5198,28.885,ZW,Kariba
MJW,FVMH,Mahenye Airport,-21.231,32.3336,ZW,Gonarezhou National Park
UTA,FVMU,Mutare Airport,-18.997499465942,32.627201080322,ZW,Mutare
MVZ,FVMV,Masvingo International Airport,-20.0552997589111,30.8591003417969,ZW,Masvingo
GWE,FVTL,Gweru - Thornhill Air Base,-19.436718,29.861945,ZW,Gweru
HWN,FVWN,Hwange National Park Airport,-18.6298999786377,27.0209999084473,ZW,Hwange
WKI,FVWT,Hwange (Town) Airport,-18.362967,26.519791,ZW,Hwange
CEH,FWCD,Chelinda Malawi Airport,-10.5500001907,33.7999992371,MW,
BLZ,FWCL,Chileka International Airport,-15.6791000366211,34.9739990234375,MW,Blantyre
CMK,FWCM,Club Makokola Airport,-14.306483,35.131477,MW,Club Makokola
DWA,FWDW,Dwangwa Airport,-12.517527,34.131877,MW,Dwangwa
KGJ,FWKA,Karonga Airport,-9.95357036590576,33.8930015563965,MW,Karonga
KBQ,FWKG,Kasungu Airport,-13.0145998001099,33.4686012268066,MW,Kasungu
LLW,FWKI,Lilongwe International Airport,-13.7894001007,33.78099823,MW,Lilongwe
LIX,FWLK,Likoma Island Airport,-12.079787,34.736253,MW,Likoma Island
MAI,FWMG,Mangochi Airport,-14.4829998016357,35.2669982910156,MW,Mangochi
MYZ,FWMY,Monkey Bay Airport,-14.0836000443,34.9197006226,MW,Monkey Bay
LMB,FWSM,Salima Airport,-13.7558927025,34.5841884613,MW,Salima
ZZU,FWUU,Mzuzu Airport,-11.4447002410889,34.0117988586426,MW,Mzuzu
LEF,FXLK,Lebakeng Airport,-29.8908004760742,28.6555995941162,LS,Lebakeng
LRB,FXLR,Leribe Airport,-28.8556003570557,28.0527992248535,LS,Leribe
LES,FXLS,Lesobeng Airport,-29.755583,28.357054,LS,Lesobeng
MFC,FXMF,Mafeteng Airport,-29.8010997772217,27.2436008453369,LS,Mafeteng
MKH,FXMK,Mokhotlong Airport,-29.2817993164062,29.0727996826172,LS,Mokhotlong
MSU,FXMM,Moshoeshoe I International Airport,-29.4622993469238,27.5524997711182,LS,Maseru
NKU,FXNK,Nkaus Airport,-30.021699905396,28.196899414062,LS,Nkaus
PEL,FXPG,Pelaneng Airport,-29.1206,28.505301,LS,Pelaneng
UTG,FXQG,Quthing Airport,-30.4074993133545,27.6933002471924,LS,Quthing
UNE,FXQN,Qacha's Nek Airport,-30.1117000579834,28.6718997955322,LS,Qacha's Nek
SHK,FXSH,Sehonghong Airport,-29.731088,28.767945,LS,Sehonghong
SKQ,FXSK,Sekakes Airport,-30.0389003753662,28.3703002929687,LS,Sekakes
SOK,FXSM,Semonkong Airport,-29.8386001586914,28.0599994659424,LS,Semonkong
SHZ,FXSS,Seshutes Airport,-29.267599105835,28.5522994995117,LS,Seshutes
THB,FXTA,Thaba-Tseka Airport,-29.5228004455566,28.6158008575439,LS,Thaba-Tseka
TKO,FXTK,Tlokoeng Airport,-29.2329998016357,28.882999420166,LS,Tlokoeng
AIW,FYAA,Ai-Ais Airport,-27.995,17.5966,NA,Ai-Ais
ADI,FYAR,Arandis Airport,-22.461875,14.979322,NA,Arandis
GOG,FYGB,Gobabis Airport,-22.5044,18.973101,NA,Gobabis
GFY,FYGF,Grootfontein Airport,-19.6021995544434,18.1226997375488,NA,Grootfontein
HAL,FYHI,Halali Airport,-19.0285,16.4585,NA,Halali
KAS,FYKB,Karasburg Airport,-28.0297,18.7385,NA,Karasburg
MPA,FYKM,Katima Mulilo Airport,-17.634399,24.176701,NA,Mpacha
KMP,FYKT,Keetmanshoop Airport,-26.5398006439209,18.111400604248,NA,Keetmanshoop
LHU,FYLS,Lianshulu Airport,-18.116495,23.39346,NA,Lianshulu Lodge
LUD,FYLZ,Luderitz Airport,-26.6874008178711,15.2428998947144,NA,Luderitz
MJO,FYME,Mount Etjo Airport,-21.0233001709,16.4528007507,NA,Mount Etjo Safari Lodge
MQG,FYMG,Midgard Airport,-22.0106,17.37,NA,Midgard
OKU,FYMO,Mokuti Lodge Airport,-18.8127994537354,17.0594005584717,NA,Mokuti Lodge
NNI,FYNA,Namutoni Airport,-18.8064,16.9272,NA,Namutoni
OND,FYOA,Ondangwa Airport,-17.878201,15.9526,NA,Ondangwa
OMG,FYOE,Omega Airport,-18.0303,22.189699,NA,Omega
OMD,FYOG,Oranjemund Airport,-28.5847,16.446699,NA,Oranjemund
OKF,FYOO,Okaukuejo Airport,-19.1492004394531,15.9118995666504,NA,Okaukuejo
OPW,FYOP,Opuwa Airport,-18.061424,13.85047,NA,Opuwa
OHI,FYOS,Oshakati Airport,-17.797,15.6993,NA,Oshakati
OTJ,FYOW,Otjiwarongo Airport,-20.4347,16.660801,NA,Otjiwarongo
NDU,FYRU,Rundu Airport,-17.956499099731,19.719400405884,NA,Rundu
RHN,FYSA,Skorpion Mine Airport,-27.8763999939,16.6478004456,NA,Rosh Pinah
SWP,FYSM,Swakopmund Municipal Aerodrome,-22.6619,14.5681,NA,Swakopmund
SZM,FYSS,Sesriem Airstrip,-24.512800216675,15.746700286865,NA,
TCY,FYTE,Terrace Bay Airport,-19.9713,13.0249,NA,Terrace Bay
TSB,FYTM,Tsumeb Airport,-19.26189994812,17.732500076294,NA,Tsumeb
WVB,FYWB,Walvis Bay Airport,-22.9799,14.6453,NA,Walvis Bay
ERS,FYWE,Eros Airport,-22.6121997833252,17.0804004669189,NA,Windhoek
WDH,FYWH,Hosea Kutako International Airport,-22.4799,17.4709,NA,Windhoek
FIH,FZAA,Ndjili International Airport,-4.38575,15.4446,CD,Kinshasa
NLO,FZAB,Ndolo Airport,-4.32666015625,15.327500343323,CD,N'dolo
MNB,FZAG,Muanda Airport,-5.930637,12.351334,CD,Muanda
BOA,FZAJ,Boma Airport,-5.854,13.064,CD,Boma
LZI,FZAL,Luozi Airport,-4.943881,14.123337,CD,Luozi
MAT,FZAM,Tshimpi Airport,-5.79961013793945,13.4404001235962,CD,Matadi
NKL,FZAR,N'Kolo-Fuma Airport,-5.421,14.8169,CD,N'Kolo-Fuma
INO,FZBA,Inongo Airport,-1.94722,18.285801,CD,Inongo
NIO,FZBI,Nioki Airport,-2.717453,17.685735,CD,Nioki
FDU,FZBO,Bandundu Airport,-3.31132,17.381701,CD,Bandundu
KRZ,FZBT,Kiri Airport,-1.499806,18.928456,CD,Kiri
KKW,FZCA,Kikwit Airport,-5.03577,18.785601,CD,Kikwit
IDF,FZCB,Idiofa Airport,-5.0,19.6000003814697,CD,Idiofa
LUS,FZCE,Lusanga Airport,-4.80000019073486,18.7169990539551,CD,Lusanga
MSM,FZCV,Masi Manimba Airport,-4.78299999237061,17.8500003814697,CD,Masi Manimba
MDK,FZEA,Mbandaka Airport,0.0226000007242,18.2887001038,CD,Mbandaka
BSU,FZEN,Basankusu Airport,1.22472,19.7889,CD,Basankusu
LIE,FZFA,Libenge Airport,3.626584,18.638477,CD,Libenge
BDT,FZFD,Gbadolite Airport,4.252745,20.975271,CD,Gbadolite
GMA,FZFK,Gemena Airport,3.23537,19.771299,CD,Gemena
KLI,FZFP,Kotakoli Airbase,4.156991,21.66667,CD,Kotakoli
BMB,FZFU,Bumbar Airport,2.183261,22.479572,CD,Bumbar
LIQ,FZGA,Lisala Airport,2.17066,21.496901,CD,Lisala
BNB,FZGN,Boende Airport,-0.286652,20.883551,CD,Boende
IKL,FZGV,Ikela Airport,-1.048109,23.372501,CD,Ikela
FKI,FZIC,Bangoka International Airport,0.481638997793,25.3379993439,CD,Kisangani
YAN,FZIR,Yangambi Airport,0.782999992370606,24.4669990539551,CD,Yangambi
IRP,FZJH,Matari Airport,2.82761,27.588301,CD,Isiro
BUX,FZKA,Bunia Airport,1.565743,30.220685,CD,Bunia
BZU,FZKJ,Buta Zega Airport,2.818058,24.793997,CD,Buta
BKY,FZMA,Bukavu Kavumu Airport,-2.30898,28.8088,CD,Kamakombe
RUE,FZMB,Rughenda Airfield,0.117142,29.312992,CD,Butembo
GOM,FZNA,Goma International Airport,-1.66617,29.237929,CD,Goma
BNC,FZNP,Beni Airport,0.575,29.4739,CD,Beni
KND,FZOA,Kindu Airport,-2.91917991638,25.9153995514,CD,Kindu
KLY,FZOD,Kinkungwa Airport,-2.57800006866455,26.7339992523193,CD,Kalima
PUN,FZOP,Punia Airport,-1.390698,26.348146,CD,Punia
FBM,FZQA,Lubumbashi International Airport,-11.5913000107,27.5308990479,CD,Lubumbashi
PWO,FZQC,Pweto Airport,-8.46700000762939,28.882999420166,CD,Pweto
KEC,FZQG,Kasenga Airport,-10.3500003814697,28.632999420166,CD,Kasenga
KWZ,FZQM,Kolwezi Airport,-10.7659,25.505699,CD,Kolwezi
MNO,FZRA,Manono Airport,-7.28889,27.3944,CD,Manono
BDV,FZRB,Moba Airport,-7.08488,29.737072,CD,Moba
FMI,FZRF,Kalemie Airport,-5.87556,29.25,CD,Kalemie
KBO,FZRM,Kabalo Airport,-6.083,26.917,CD,Kabalo
KOO,FZRQ,Kongolo Airport,-5.393898,26.989932,CD,Kongolo
KMN,FZSB,Kamina City Airport,-8.728878,24.991407,CD,Kamina
KAP,FZSK,Kapanga Airport,-8.371157,22.647457,CD,Kapanga
KNM,FZTK,Kaniama Airport,-7.599343,24.158592,CD,Kaniama
KGA,FZUA,Kananga Airport,-5.90005,22.4692,CD,Kananga
LZA,FZUG,Luiza Airport,-7.189971,22.39254,CD,Luiza
TSH,FZUK,Tshikapa Airport,-6.43833,20.794701,CD,Tshikapa
LJA,FZVA,Lodja Airport,-3.462745,23.615162,CD,Lodja
LBO,FZVI,Lusambo Airport,-4.96167,23.3783,CD,Lusambo
MEW,FZVM,Mweka Airport,-4.855027,21.541786,CD,Mweka
BAN,FZVR,Basongo Airport,-4.315802,20.414891,CD,Basongo
PFR,FZVS,Ilebo Airport,-4.329919,20.590124,CD,Ilebo
MJM,FZWA,Mbuji Mayi Airport,-6.12124013901,23.5690002441,CD,Mbuji Mayi
KBN,FZWT,Tunta Airport,-6.120761,24.546204,CD,Kabinda
AKE,GA-AKE,Akieni Airport,-1.13967001438,13.9035997391,GA,Akieni
GAX,GA-GAX,Gamba Airport,-2.785278,10.047222,GA,Gamba
GAB,GAB,Gabbs Airport,38.923173,-117.9572,US,Gabbs
BKO,GABS,Modibo Keita International Airport,12.5335,-7.94994,ML,Bamako
GUD,GAGM,Goundam Airport,16.358426,-3.604536,ML,Goundam
GAQ,GAGO,Gao Airport,16.2484,-0.005456,ML,
KNZ,GAKA,Kenieba Airport,12.8330001831055,-11.25,ML,Kenieba
KTX,GAKO,Koutiala Airport,12.3830003738403,-5.46700000762939,ML,Koutiala
KYS,GAKY,Kayes Dag Dag Airport,14.4812,-11.4044,ML,
MZI,GAMB,Mopti Ambodédjo International Airport,14.5128,-4.07956,ML,Sévaré
NRM,GANK,Nara Airport,15.2170000076294,-7.26700019836426,ML,Nara
NIX,GANR,Nioro du Sahel Airport,15.2381000518799,-9.57610988616943,ML,Nioro du Sahel
KSS,GASK,Sikasso Airport,11.328611,-5.684722,ML,Sikasso
TOM,GATB,Timbuktu Airport,16.730499,-3.00758,ML,Timbuktu
EYL,GAYE,Yélimané Airport,15.1330003738403,-10.5670003890991,ML,Yélimané
GAZ,GAZ,Guasopa Airport,-9.225918,152.944352,PG,Woodlark (Muyua) Island
DOC,GB-DOC,Dornoch Airfield,57.868999,-4.023,GB,"Dornoch, Sunderland"
FLH,GB-FLH,Flotta Isle Airport,58.825801849365,-3.1427800655365,GB,Flotta Isle
FOA,GB-FOA,Foula Airfield,60.121725,-2.053202,GB,Foula
OUK,GB-OUK,Out Skerries Airfield,60.4252,-0.75,GB,Grunay Island
PSV,GB-PSV,Papa Stour Airport,60.321701,-1.69306,GB,Papa Stour Island
ULL,GB-ULL,Glenforsa Airfield,56.517502,-5.91417,GB,Glenforsa
GBM,GBM,Garbaharey Airport,3.32294,42.21309,SO,Garbaharey
BJL,GBYD,Banjul International Airport,13.338,-16.652201,GM,Banjul
FUE,GCFV,Fuerteventura Airport,28.4527,-13.8638,ES,El Matorral
GMZ,GCGM,La Gomera Airport,28.0296,-17.2146,ES,"Alajero, La Gomera Island"
VDE,GCHI,El Hierro Airport,27.8148,-17.8871,ES,El Hierro Island
SPC,GCLA,La Palma Airport,28.626499,-17.7556,ES,"Sta Cruz de la Palma, La Palma Island"
LPA,GCLP,Gran Canaria Airport,27.9319,-15.3866,ES,Gran Canaria Island
ACE,GCRR,César Manrique-Lanzarote Airport,28.945499,-13.6052,ES,San Bartolomé
TFS,GCTS,Tenerife Sur Airport,28.0445,-16.5725,ES,Tenerife
GCV,GCV,Gravatai Airport,-29.9494,-50.98505,BR,Gravatai
TFN,GCXO,Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,ES,Tenerife
JCU,GECE,Ceuta Heliport,35.892657,-5.306321,ES,Ceuta
MLN,GEML,Melilla Airport,35.2798,-2.95626,ES,Melilla
GEW,GEW,Gewoia Airport,-9.2263,148.4949,PG,Gewoia
OYC,GF-0004,Camopi Airport,3.172847,-52.336142,GF,Camopi
KBS,GFBO,Bo Airport,7.9444,-11.761,SL,Bo
GFD,GFD,Pope Field,39.7902984619,-85.7360992432,US,Greenfield
GBK,GFGK,Gbangbatok Airport,7.812535,-12.377815,SL,Gbangbatok
HGS,GFHA,Hastings Airport,8.394348,-13.128891,SL,Freetown
KBA,GFKB,Kabala Airport,9.63832291343,-11.5155601501,SL,Kabala
KEN,GFKE,Kenema Airport,7.896364,-11.174126,SL,Kenema
FNA,GFLL,Lungi International Airport,8.61644,-13.1955,SL,Freetown (Lungi-Town)
WYE,GFYE,Yengema Airport,8.61046981811523,-11.0453996658325,SL,Yengema
BQE,GGBU,Bubaque Airport,11.2973556518555,-15.8380794525146,GW,Bubaque
OXB,GGOV,Osvaldo Vieira International Airport,11.8948001861572,-15.6536998748779,GW,Bissau
GHE,GHE,Garachiné Airport,8.0644,-78.3673,PA,Garachiné
QCU,GL-QCU,Akunnaaq Heliport,68.744273,-52.340369,GL,Akunnaaq
UCN,GLBU,Buchanan Airport,5.905503,-10.058262,LR,Buchanan
CPA,GLCP,Cape Palmas Airport,4.37902021408081,-7.69694995880127,LR,Harper
SNI,GLGE,Greenville/Sinoe Airport,5.032124,-9.064236,LR,Greenville
MLW,GLMR,Spriggs Payne Airport,6.28906011581421,-10.7587003707886,LR,Monrovia
NIA,GLNA,Nimba Airport,7.494459,-8.584514,LR,Nimba
GLP,GLP,Gulgubip Airport,-5.2808,141.5411,PG,Gulgubip
ROB,GLRB,Roberts International Airport,6.23379,-10.3623,LR,Monrovia
SAZ,GLST,Sasstown Airport,4.681845,-8.434668,LR,Sasstown
THC,GLTN,Tchien Airport,6.04565,-8.138723,LR,Zwedru
VOI,GLVA,Voinjama Airport,8.32347,-9.769249,LR,Voinjama
AGA,GMAD,Al Massira Airport,30.322478,-9.412003,MA,Agadir (Temsia)
TTA,GMAT,Tan Tan Airport,28.4482002258301,-11.1612997055054,MA,Tan Tan
UAR,GMFB,Bouarfa Airport,32.5143055556,-1.98305555556,MA,Bouarfa
FEZ,GMFF,Fes Saïss International Airport,33.927299,-4.97796,MA,Saïss
ERH,GMFK,Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,MA,Errachidia
MEK,GMFM,Bassatine Airport,33.8791007995605,-5.51512002944946,MA,Meknes
OUD,GMFO,Oujda Angads Airport,34.789558,-1.926041,MA,Ahl Angad
SMW,GMMA,Smara Airport,26.731987,-11.683655,EH,Smara
GMD,GMMB,Ben Slimane Airport,33.655399,-7.22145,MA,Ben Slimane
BEM,GMMD,Beni Mellal Airport,32.401895,-6.315905,MA,Oulad Yaich
RBA,GMME,Rabat-Salé Airport,34.051498,-6.75152,MA,Rabat
VIL,GMMH,Dakhla Airport,23.7183,-15.932,EH,Dakhla
ESU,GMMI,Essaouira-Mogador Airport,31.397499,-9.68167,MA,Essaouira
EUN,GMML,Hassan I Airport,27.142467,-13.224947,EH,El Aaiún
CMN,GMMN,Mohammed V International Airport,33.3675003051758,-7.58997011184692,MA,Casablanca
NDR,GMMW,Nador Al Aaroui International Airport,34.9888,-3.02821,MA,Al Aaroui
RAK,GMMX,Menara Airport,31.6068992615,-8.03629970551,MA,Marrakech
NNA,GMMY,Kenitra Air Base,34.298901,-6.59588,MA,Kenitra
OZZ,GMMZ,Ouarzazate Airport,30.9391002655,-6.90943002701,MA,Ouarzazate
GMQ,GMQ,Golog Maqên Airport,34.418066,100.301144,CN,Golog (Maqên)
AHU,GMTA,Cherif Al Idrissi Airport,35.1771011352539,-3.83951997756958,MA,Al Hoceima
TTU,GMTN,Sania Ramel Airport,35.594299,-5.32002,MA,Tétouan
TNG,GMTT,Tangier Ibn Battuta Airport,35.731741,-5.921459,MA,Tangier
GNU,GNU,Goodnews Airport,59.117401123,-161.57699585,US,Goodnews
DSS,GOBD,Blaise Diagne International Airport,14.67,-17.073333,SN,Dakar
GOC,GOC,Gora Airstrip,-9.0021,148.2364,PG,Gora
KDA,GODK,Kolda North Airport,12.8985004425049,-14.9680995941162,SN,Kolda
ZIG,GOGG,Ziguinchor Airport,12.5556,-16.281799,SN,Ziguinchor
CSK,GOGS,Cap Skirring Airport,12.39533,-16.748,SN,Cap Skirring
KLC,GOOK,Kaolack Airport,14.146900177002,-16.0513000488281,SN,Kaolack
DKR,GOOY,Léopold Sédar Senghor International Airport,14.7397,-17.4902,SN,Dakar
MAX,GOSM,Ouro Sogui Airport,15.5936,-13.3228,SN,Ouro Sogui
POD,GOSP,Podor Airport,16.678155,-14.964957,SN,Podor
RDT,GOSR,Richard Toll Airport,16.437816,-15.656376,SN,Richard Toll
XLS,GOSS,Saint Louis Airport,16.049814,-16.461039,SN,Saint Louis
BXE,GOTB,Bakel Airport,14.8472995758057,-12.4682998657227,SN,Bakel
KGG,GOTK,Kédougou Airport,12.5722999572754,-12.2202997207642,SN,Kédougou
SMY,GOTS,Simenti Airport,13.046799659729,-13.2953996658325,SN,Simenti
TUD,GOTT,Tambacounda Airport,13.7368001937866,-13.6531000137329,SN,Tambacounda
AEO,GQNA,Aioun el Atrouss Airport,16.7112998962402,-9.63788032531738,MR,Aioun El Atrouss
OTL,GQNB,Boutilimit Airport,17.52832,-14.71412,MR,Boutilimit
THI,GQNC,Tichitt Airport,18.4500007629395,-9.51700019836426,MR,Tichitt
TIY,GQND,Tidjikja Airport,18.570101,-11.4235,MR,Tidjikja
BGH,GQNE,Abbaye Airport,16.6333141326904,-14.2000007629395,MR,Boghe
KFA,GQNF,Kiffa Airport,16.59,-11.4062,MR,Kiffa
TMD,GQNH,Timbedra Airport,16.233671,-8.163464,MR,Timbedra
EMN,GQNI,Néma Airport,16.622,-7.3166,MR,Néma
AJJ,GQNJ,Akjoujt Airport,19.727998,-14.377214,MR,Akjoujt
KED,GQNK,Kaédi Airport,16.1595,-13.5076,MR,Kaédi
MOM,GQNL,Letfotar Airport,17.75,-12.5,MR,Moudjeria
NKC,GQNO,Nouakchott–Oumtounsy International Airport,18.31,-15.9697222,MR,Nouakchott
SEY,GQNS,Sélibaby Airport,15.1796998977661,-12.2073001861572,MR,Sélibaby
THT,GQNT,Tamchakett Airport,17.23157,-10.77923,MR,Tamchakett
ATR,GQPA,Atar International Airport,20.506799697876,-13.0431995391846,MR,Atar
FGD,GQPF,Fderik Airport,22.673551,-12.729262,MR,Fderik
NDB,GQPP,Nouadhibou International Airport,20.9330997467041,-17.0300006866455,MR,Nouadhibou
OUZ,GQPZ,Tazadit Airport,22.757345,-12.482228,MR,Zouérate
GRC,GRC,Grand Cess Airport,4.571,-8.2076,LR,Grand Cess
GMT,GSZ,Granite Mountain Air Station,65.40209961,-161.2810059,US,Granite Mountain
CIQ,GT-0001,Chiquimula Airport,14.83092,-89.520938,GT,Chiquimula
DON,GT-0002,Dos Lagunas Airport,17.6124000549,-89.6884002686,GT,Dos Lagunas
ENJ,GT-0003,El Naranjo Airport,14.106931,-90.817496,GT,El Naranjo
PCG,GT-0004,Paso Caballos Airport,17.2639007568,-90.2563018799,GT,Paso Caballos
TKM,GT-0006,El Petén Airport,17.2263889312744,-89.6050033569336,GT,Tikal
UAX,GT-0007,Uaxactun Airport,17.3938884735,-89.6327438354,GT,Uaxactun
PKJ,GT-PKJ,Playa Grande Airport,15.9975004196,-90.7416992188,GT,Playa Grande
GTZ,GTZ,Kirawira B Aerodrome,-2.160833,34.225556,TZ,Grumeti Game Reserve
CKY,GUCY,Conakry International Airport,9.57689,-13.612,GN,Conakry
GUE,GUE,Guriaso (Keraso) Airport,-3.583167,141.5895,PG,Guriaso
FIG,GUFA,Fria Airport,10.3506,-13.5692,GN,Fria
FAA,GUFH,Faranah Airport,10.0354995728,-10.7698001862,GN,Faranah
KSI,GUKU,Kissidougou Airport,9.1605596542358,-10.124400138855,GN,Kissidougou
LEK,GULB,Tata Airport,11.337512,-12.290869,GN,Labé
MCA,GUMA,Macenta Airport,8.481456,-9.526048,GN,Macenta
NZE,GUNZ,Nzérékoré Airport,7.810413,-8.702073,GN,Nzérékoré
BKJ,GUOK,Boké Baralande Airport,10.9658,-14.2811,GN,Boké
SBI,GUSB,Sambailo Airport,12.575315,-13.363349,GN,Koundara
GII,GUSI,Siguiri Airport,11.399833,-9.18841,GN,Siguiri
KNN,GUXN,Kankan Airport,10.448438,-9.228757,GN,Kankan
SID,GVAC,Amílcar Cabral International Airport,16.7414,-22.9494,CV,Espargos
NTO,GVAN,Agostinho Neto Airport,17.2028007507324,-25.0905990600586,CV,Ponta do Sol
BVC,GVBA,Rabil Airport,16.1364994049072,-22.8889007568359,CV,Rabil
GVE,GVE,Gordonsville Municipal Airport,38.155998,-78.165802,US,Gordonsville
MMO,GVMA,Maio Airport,15.1559000015259,-23.2136993408203,CV,Vila do Maio
MTI,GVMT,Mosteiros Airport,15.0450000762939,-24.3391990661621,CV,Vila do Mosteiros
RAI,GVNP,Praia International Airport,14.9245004653931,-23.4934997558594,CV,Praia
SFL,GVSF,São Filipe Airport,14.8850002289,-24.4799995422,CV,São Filipe
SNE,GVSN,Preguiça Airport,16.588852,-24.284132,CV,Preguiça
VXE,GVSV,São Pedro Airport,16.8332,-25.0553,CV,São Pedro
BCG,GY-BCG,Bemichi Airport,7.640212,-58.961786,GY,Kumaka
BTO,GY-BTO,Botopasi Airport,4.21751109352,-55.4470539093,SR,Botopasi
DOE,GY-DOE,Djumu-Djomoe Airport,4.00571261057,-55.4816436768,SR,Djumu-Djomoe
LDO,GY-LDO,Ladouanie Airport,4.37610828345,-55.4070568085,SR,Aurora
WSO,GY-WSO,Washabo Airport,5.215277,-57.185302,SR,Washabo
GZI,GZI,Ghazni Airport,33.487853,68.525243,AF,Ghazni
ADD,HAAB,Addis Ababa Bole International Airport,8.97789,38.799301,ET,Addis Ababa
AMH,HAAM,Arba Minch Airport,6.03939008712769,37.5904998779297,ET,
AXU,HAAX,Axum Airport,14.1468,38.7728,ET,Axum
BCO,HABC,Baco Airport,5.78287,36.562,ET,Baco
BJR,HABD,Bahir Dar Airport,11.6081,37.321602,ET,Bahir Dar
BEI,HABE,Beica Airport,9.38639,34.5219,ET,Beica
DSE,HADC,Combolcha Airport,11.0825004577637,39.7113990783691,ET,Dessie
DEM,HADD,Dembidollo Airport,8.554,34.858002,ET,Dembidollo
DBM,HADM,Debra Marcos Airport,10.3500003814697,37.7169990539551,ET,Debra Marcos
DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,9.62469959259033,41.8541984558105,ET,Dire Dawa
DBT,HADT,Debre Tabor Airport,11.9670000076294,38.0,ET,Debre Tabor
FNH,HAFN,Fincha Airport,9.584387,37.377855,ET,Fincha
GOB,HAGB,Robe Airport,7.119033,40.045166,ET,Goba
GNN,HAGH,Ghinnir Airport,7.15000009537,40.716999054,ET,Ghinnir
GMB,HAGM,Gambela Airport,8.12876,34.563099,ET,Gambela
GDQ,HAGN,Gondar Airport,12.5199,37.433998,ET,Azezo
